GEOID,LST,NDVI,NDBI,z_score,cluster_type
04013318400,54.74131412113647,0.14268644825341956,-0.008026694951206502,-0.9621298772809395,0
04013318800,56.091004391866555,0.1614851889116363,-0.02129902499496204,-0.26560630556987325,0
04013320100,56.586924676560976,0.1665543458304111,-0.010210174594544284,-0.009680797718002027,0
04013810500,52.10333573858732,0.21163979975185676,-0.07329952545096328,-2.323489712908861,1
04013941000,57.09896022063399,0.2425706620363394,0.037043480676924256,0.25456117967125197,0
04013941100,61.88563767326838,0.1467451803975495,0.1226816659405985,2.7247824950655284,2
04013941300,53.4087635980832,0.24629863062532628,-0.016992422130789577,-1.6498082801936682,1
04013082002,58.34777585905259,0.16968890842622453,-0.008461393549663944,0.8990272084657264,0
04013082016,54.57408167682864,0.239640815256779,-0.03747630334352547,-1.0484321511739358,0
04013082204,51.935630358827154,0.27862168986910757,-0.06203252611066927,-2.410036050716071,1
04013082206,56.57277348161274,0.1907926363989826,0.021512099617349578,-0.016983688657559226,0
04013092307,58.29035923977169,0.17228197214002525,-0.021814585259277524,0.8693966853713617,0
04013092720,56.860962370549416,0.15862907069023474,-0.001158217177991607,0.1317395840834044,0
04013093001,57.65042143024766,0.16481289975408628,-0.026237941643222153,0.5391492364351529,0
04013093104,58.14177386085028,0.08869971020206997,0.022559851051523055,0.7927174493460472,0
04013103209,54.05023332952467,0.2595861601293792,-0.058754665855845815,-1.3187702648966708,0
04013103604,57.28896801394644,0.09268538178819803,0.03493291172345748,0.3526169408492103,0
04013103605,54.2689696476527,0.2414535141706728,-0.03722679575999607,-1.2058888098921454,0
04013103609,54.58306168642238,0.2674930035266323,-0.03781492720406907,-1.0437979113843512,0
04013103611,56.720469576248064,0.16862102307652924,0.02114944491653097,0.059236621730780814,0
04013104203,58.49630254130616,0.16755037492500116,-0.018908520733590627,0.9756761533837995,0
04013104204,59.16539744082278,0.13186215489287745,-0.004848296019608338,1.3209704622572571,0
